Reservations,OnlineDelivery,PriceCode,RatingCode,Votes
0,0,1,0,0
0,0,1,0,2
0,0,1,0,0
0,0,2,0,0
0,0,1,0,0
0,0,1,0,1
0,0,2,1,66
0,1,1,1,46
0,0,2,1,52
0,1,1,2,12
0,1,2,2,106
0,0,2,2,22
0,0,1,2,94
0,1,2,2,16
0,1,1,2,11
0,0,1,2,16
0,1,1,2,32
0,0,1,2,27
0,1,2,3,45
0,1,2,3,148
0,0,1,3,20
0,1,1,2,13
0,0,1,2,7
0,0,1,0,3
0,0,1,2,37
0,1,2,2,64
0,0,1,2,16
0,0,1,2,28
0,0,1,3,28
0,0,2,4,398
0,0,1,0,0
0,0,1,0,0
0,1,1,0,0
0,0,1,0,0
0,1,2,2,190
0,1,3,2,65
0,1,1,2,39
0,1,1,2,20
0,0,2,2,17
0,1,1,2,21
0,1,2,2,175
0,1,2,2,138
0,0,1,2,20
0,1,2,2,51
1,1,3,2,32
1,0,2,2,57
0,0,1,2,54
0,0,1,2,41
0,1,2,2,188
0,0,1,2,68
0,0,1,2,30
0,1,2,2,58
0,1,2,2,101
0,0,2,2,16
0,1,2,2,22
1,1,3,2,83
1,1,3,2,155
0,0,2,2,40
1,1,2,3,30
0,1,1,3,30
0,1,2,3,84
0,1,3,3,21
0,1,1,3,22
0,0,1,3,57
1,0,3,3,28
0,1,2,3,101
0,0,2,3,26
1,0,3,3,28
0,0,2,3,35
0,0,2,3,51
0,1,2,3,39
0,0,1,3,37
0,0,2,1,70
0,1,1,1,26
0,0,1,1,42
1,0,4,4,56
1,0,2,0,0
0,0,2,0,0
0,1,2,2,7
0,0,1,2,9
0,0,2,2,33
0,0,2,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,1,2,2,178
1,1,3,5,1262
1,1,2,2,199
0,1,2,2,483
0,1,2,2,346
1,1,2,2,241
0,1,1,3,158
0,1,1,3,92
0,1,1,3,115
0,1,1,3,94
0,1,2,3,118
0,1,1,3,48
1,1,2,3,321
1,1,4,4,429
1,1,3,4,344
0,1,2,4,103
0,1,2,4,67
0,1,2,4,112
0,1,2,4,157
0,0,2,2,8
0,0,1,2,21
0,1,2,2,39
0,0,1,2,27
0,0,1,2,10
0,0,3,2,16
0,1,2,2,20
0,1,3,2,80
0,1,2,2,42
0,1,2,3,49
0,1,1,3,65
0,1,2,3,52
0,1,1,3,58
0,1,1,3,25
0,0,1,3,50
0,1,2,3,125
0,0,1,3,26
0,1,2,3,23
0,0,2,3,23
0,0,2,0,1
0,0,2,0,0
0,0,2,0,1
0,0,1,0,3
0,0,1,0,2
0,0,2,1,38
0,0,3,4,62
1,1,3,4,32
0,1,2,4,101
0,1,2,4,34
0,1,1,4,53
0,0,1,2,10
0,0,2,2,5
0,1,2,2,12
0,0,1,2,4
0,1,2,2,7
0,1,2,2,35
0,1,2,2,117
0,1,2,2,67
0,0,1,2,26
0,0,1,2,33
0,0,2,2,59
0,0,2,2,11
0,1,3,2,21
0,1,1,2,15
0,1,2,3,41
0,1,2,3,67
0,1,1,1,41
0,1,2,4,27
1,0,4,2,57
1,0,4,2,17
1,0,4,2,52
1,0,4,2,4
1,0,3,2,19
1,0,2,2,6
1,0,3,2,10
0,0,4,2,17
1,0,4,3,94
0,0,2,2,96
1,0,4,3,272
1,0,4,3,390
1,0,4,3,394
1,0,4,2,22
0,0,4,3,45
0,0,4,2,36
0,0,4,3,27
0,1,1,3,16
1,0,4,3,13
1,0,4,3,127
0,0,2,2,6
0,0,4,2,27
0,0,2,2,23
0,0,1,2,6
0,1,1,2,12
0,1,3,2,7
0,0,2,2,13
1,0,2,2,11
0,0,2,2,17
0,1,2,2,7
0,1,1,2,10
0,0,2,2,10
0,0,1,2,4
0,0,1,0,0
0,0,2,0,0
0,0,1,0,0
0,0,2,0,0
0,0,1,0,2
0,0,1,0,0
0,1,1,0,2
0,1,1,0,3
0,0,1,0,0
0,0,2,0,2
0,0,1,0,0
0,0,2,0,3
0,0,1,0,3
0,1,2,0,2
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,2,0,1
0,1,1,0,1
0,0,1,0,0
0,0,1,0,0
0,1,1,2,82
0,1,2,3,302
0,0,2,3,276
0,0,1,0,0
0,1,2,0,3
0,0,2,2,7
0,0,2,2,8
0,0,1,2,10
0,0,2,2,31
0,0,2,2,5
0,0,2,2,87
0,0,1,2,4
0,0,2,2,35
0,0,1,2,25
0,1,1,2,44
0,0,2,2,27
0,1,1,2,14
0,0,1,2,11
0,1,2,2,11
0,1,2,3,43
0,1,1,3,127
0,0,2,3,60
0,1,2,3,51
1,0,2,3,45
1,1,3,3,200
1,0,2,3,76
0,0,2,0,0
0,0,1,0,1
0,0,1,0,2
0,1,1,1,49
1,0,4,3,305
1,0,4,4,219
0,0,2,2,15
0,0,1,2,5
0,0,1,2,6
0,1,1,2,10
0,0,1,2,14
0,1,1,2,13
0,0,1,0,0
0,0,1,2,6
0,1,2,2,153
0,1,1,2,151
0,0,1,2,12
0,1,1,2,89
0,1,2,2,122
0,0,1,2,83
0,0,1,2,7
0,0,2,2,21
0,0,1,3,66
0,1,2,3,69
0,1,1,3,60
0,1,2,3,369
0,0,1,3,63
0,0,1,0,2
0,1,1,1,83
0,1,1,1,142
1,0,3,2,36
0,0,3,5,394
0,0,3,3,360
0,0,2,5,126
0,0,2,4,290
0,0,3,4,110
0,0,3,4,304
0,0,3,4,129
0,0,4,4,222
0,0,2,4,124
0,0,2,4,28
0,0,4,5,774
0,0,3,3,327
0,0,1,3,142
0,0,2,4,377
0,0,2,4,99
0,0,2,4,25
0,0,3,4,179
0,0,2,4,369
0,0,3,4,256
0,0,2,4,233
0,0,2,4,96
1,1,3,4,3374
0,0,3,5,200
1,1,3,5,1932
1,0,3,3,144
0,1,3,5,2553
1,1,2,4,682
1,0,3,4,860
0,0,3,5,5434
0,0,2,5,1023
0,0,3,4,79
1,0,3,4,221
1,1,4,4,2218
1,0,3,4,594
1,0,3,4,1431
0,1,3,4,1859
0,0,2,5,344
0,1,3,3,616
1,0,3,4,571
0,0,3,3,238
0,0,3,4,100
0,0,1,4,152
0,0,4,4,37
0,0,2,3,430
0,0,3,4,304
0,0,3,4,404
0,0,3,3,214
0,0,3,4,496
0,0,4,3,209
0,0,4,4,334
0,0,2,2,26
0,0,2,3,502
0,0,2,3,69
0,0,2,3,69
0,0,4,4,413
0,0,2,4,87
0,0,3,4,181
0,0,2,4,171
0,0,3,4,341
0,1,2,5,1469
0,0,3,3,676
0,1,3,4,582
0,1,2,4,389
0,1,3,4,843
0,0,3,4,212
0,0,3,4,1478
0,0,3,3,67
0,1,3,4,633
0,0,3,4,916
0,0,4,5,420
0,0,4,4,308
0,1,4,5,322
0,1,2,4,198
0,0,2,4,148
0,1,2,4,798
0,0,3,4,1121
0,0,3,2,46
0,1,3,3,310
0,1,2,3,112
0,0,2,2,148
0,0,3,2,51
0,0,2,3,97
0,0,3,4,24
0,0,4,4,54
0,0,2,3,43
0,0,1,3,34
0,0,2,3,97
0,0,2,4,87
0,0,3,4,158
0,0,1,3,127
0,0,4,3,86
0,0,3,3,97
0,0,4,4,155
0,0,2,2,49
0,0,3,3,106
0,0,2,4,171
0,0,4,3,113
0,0,4,3,160
0,0,3,4,41
0,0,3,5,289
0,0,1,3,281
0,1,2,4,662
0,0,2,4,659
0,0,3,4,394
0,0,3,5,213
0,0,2,3,277
0,1,1,4,246
0,1,3,3,145
0,0,2,3,105
0,0,1,4,406
0,1,2,4,333
0,0,2,4,160
0,1,2,4,482
0,0,2,4,722
0,0,2,4,146
0,0,1,3,348
0,0,3,4,658
0,0,2,4,312
0,0,2,3,361
0,1,3,5,945
0,1,3,4,1103
0,0,3,5,1424
0,0,3,3,326
1,1,3,4,1778
1,0,3,4,704
1,0,3,4,1484
1,1,3,4,911
0,0,2,4,2584
1,1,2,5,1219
1,0,3,3,1064
0,0,3,5,1753
0,1,3,3,4464
0,1,2,4,5288
0,1,3,4,7574
0,0,3,4,2224
0,0,3,5,5966
1,0,3,3,1040
1,0,3,4,1616
1,0,3,4,1126
0,0,1,5,1057
0,0,1,5,144
0,0,3,5,567
0,0,2,3,147
0,0,2,3,217
0,0,3,3,514
0,0,3,3,268
0,0,2,4,106
0,0,3,4,691
0,0,2,4,165
0,0,3,4,80
0,0,3,4,124
0,0,3,4,887
0,0,3,4,79
0,0,2,4,818
0,0,2,4,288
0,0,3,4,762
0,0,4,4,149
0,0,4,5,1069
0,0,3,4,411
0,0,2,4,587
0,0,2,3,93
0,0,3,3,17
0,0,3,4,191
0,0,1,3,109
0,0,3,4,217
0,0,2,3,153
0,0,3,3,41
0,0,3,4,178
0,0,4,4,87
0,0,2,3,86
0,0,3,3,156
0,0,3,4,138
0,0,2,4,261
0,0,3,4,325
0,0,3,3,116
0,0,3,3,80
0,0,2,4,210
0,0,2,5,196
0,0,3,3,53
0,0,3,3,154
0,0,2,3,209
0,0,1,3,196
0,0,3,3,196
0,0,2,3,355
0,0,2,3,280
0,0,3,3,104
0,0,3,3,290
0,0,2,3,275
0,0,2,4,281
0,0,4,3,183
0,0,2,3,84
0,0,3,3,257
0,0,2,3,127
0,0,3,3,260
0,0,4,3,193
0,0,3,4,245
0,0,3,3,173
0,0,2,3,328
0,0,2,3,156
0,0,2,3,175
0,1,2,4,99
0,0,2,4,5145
0,0,3,4,156
1,0,2,2,170
1,1,3,5,2083
0,0,3,4,1606
1,1,3,4,2040
0,0,3,3,617
1,0,3,3,146
0,1,2,3,2076
0,0,3,4,1240
0,1,3,4,3370
1,0,3,3,317
0,1,2,5,2662
0,0,2,5,413
1,0,3,3,885
0,0,3,5,3244
1,0,3,3,181
0,0,3,4,536
1,1,3,4,1295
1,1,3,3,1515
0,0,1,2,139
0,0,3,3,172
0,0,3,3,264
0,0,1,4,392
0,0,2,3,393
0,0,2,3,214
0,0,2,3,262
0,0,4,3,162
0,0,2,3,160
0,0,4,4,286
0,0,2,4,304
0,0,2,3,127
0,0,3,3,132
0,0,4,2,11
0,0,2,3,190
0,0,2,3,140
0,0,2,3,249
0,0,2,3,208
0,0,3,3,270
0,0,3,3,183
0,0,2,2,27
0,0,1,3,73
0,0,1,3,26
0,1,2,4,103
0,1,2,4,88
0,1,2,3,201
0,1,2,4,185
0,1,2,4,164
0,0,3,4,270
0,0,2,3,140
0,1,1,3,19
0,1,3,4,284
0,1,3,4,257
0,0,2,5,520
0,0,3,4,306
0,1,3,4,275
0,0,4,5,226
0,1,2,1,147
0,0,3,4,100
0,0,3,3,45
0,0,2,3,76
0,0,4,3,91
0,0,3,3,125
0,0,3,3,140
0,0,2,3,86
0,0,4,3,117
0,0,1,2,86
0,0,3,2,162
0,0,3,2,177
0,0,3,2,15
0,0,3,2,24
0,0,2,3,80
0,0,3,3,162
0,0,3,3,166
0,0,4,3,164
0,0,3,2,25
0,0,4,2,33
0,0,2,3,77
0,0,1,3,218
0,0,3,2,71
0,0,2,0,2
0,1,1,2,46
1,1,3,2,45
0,0,2,2,11
0,1,2,2,238
0,0,1,2,8
0,1,1,2,64
0,1,1,2,113
0,1,1,3,66
1,1,3,3,141
0,0,2,1,77
1,0,3,4,40
1,0,3,4,46
1,1,3,4,665
0,0,2,2,31
1,1,2,2,32
0,0,2,2,83
1,1,3,3,288
0,0,2,2,33
1,0,2,2,26
0,0,2,0,2
0,0,2,0,0
1,1,3,2,49
0,0,1,2,13
1,1,3,2,64
0,0,1,2,167
1,1,2,2,99
0,1,3,2,125
0,0,1,3,124
0,1,2,1,79
0,0,1,2,8
0,0,1,2,20
0,0,1,2,23
0,0,1,2,19
0,0,1,2,7
0,0,1,2,11
0,0,1,2,35
0,1,2,2,11
0,1,1,2,32
0,1,2,2,10
0,0,2,2,23
0,0,1,2,7
0,0,1,2,42
0,0,1,2,21
0,0,1,2,16
0,1,2,2,37
0,0,1,2,4
0,1,2,2,7
0,0,1,2,22
0,1,2,3,97
0,0,2,3,452
0,0,1,3,14
0,1,2,3,82
0,0,1,0,2
0,0,1,0,0
0,0,1,0,0
0,0,2,0,1
0,1,2,0,2
0,0,1,0,0
0,0,2,0,1
0,0,1,0,0
0,1,2,1,31
0,1,2,2,100
0,1,2,2,230
0,1,2,2,458
0,0,2,2,176
1,1,2,3,232
1,0,4,3,27
1,0,4,3,210
0,0,2,3,44
0,0,2,3,206
0,1,2,3,185
0,0,2,3,256
1,1,3,4,336
0,0,1,2,280
1,1,3,4,2131
0,0,1,2,13
0,0,1,2,38
0,0,1,2,69
0,0,2,2,11
0,0,1,2,6
0,0,1,2,4
0,0,2,2,80
0,0,2,2,24
0,0,1,2,13
0,1,1,2,12
0,0,2,2,4
0,0,1,2,9
0,0,1,2,18
0,0,2,2,14
0,0,1,2,9
0,0,1,2,16
0,0,2,2,5
0,1,2,3,251
0,1,1,3,42
0,1,2,3,220
0,1,1,3,34
0,0,1,3,103
0,0,1,3,46
0,0,1,3,62
0,0,1,3,42
0,1,1,3,58
0,1,3,3,106
0,0,2,0,0
0,0,1,0,1
0,0,2,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,2,0,1
0,0,1,0,0
0,0,2,0,0
0,0,1,0,2
0,0,2,0,0
0,0,1,0,0
0,0,2,0,0
0,0,1,0,0
1,0,3,2,4
0,1,2,2,48
0,1,2,2,51
1,0,3,2,19
1,0,4,3,59
1,0,3,3,188
0,0,3,4,77
0,1,3,4,46
0,0,3,4,387
0,0,2,2,117
0,0,1,2,7
0,0,2,2,10
0,0,1,0,1
0,1,1,2,7
0,0,1,2,23
0,0,2,2,102
0,0,2,2,19
0,0,1,2,15
0,0,1,2,10
0,0,1,2,17
0,1,1,2,135
1,0,3,2,35
0,0,1,2,5
0,0,1,2,22
0,0,1,2,74
0,0,2,2,4
0,0,2,2,7
0,0,2,2,22
0,0,1,2,9
0,1,2,3,191
0,1,1,3,199
0,0,1,3,60
0,0,1,0,1
0,0,2,0,0
0,0,2,0,0
0,0,2,0,1
0,0,1,0,2
0,0,1,0,0
0,0,1,0,1
0,0,2,0,3
0,0,1,0,3
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,1,1,0,1
0,0,1,0,0
0,0,2,0,0
0,0,1,0,0
0,0,1,1,15
0,1,1,2,29
0,1,3,2,35
0,1,2,2,278
1,0,3,2,53
0,1,1,2,142
0,1,2,2,41
1,1,3,3,492
0,0,1,3,28
1,0,3,3,457
1,0,3,3,173
0,0,1,3,131
0,0,1,3,123
1,1,3,3,274
0,1,2,3,87
0,0,1,2,78
0,0,2,2,10
0,0,1,2,26
0,0,2,2,101
0,0,2,2,17
0,0,2,2,34
0,0,2,2,12
0,0,2,3,34
0,1,1,3,46
0,0,2,3,31
0,1,1,4,96
0,0,2,2,70
0,1,1,2,560
0,0,1,2,4
0,1,2,2,38
0,1,2,2,11
0,0,1,2,4
0,1,2,2,421
0,1,2,2,68
0,0,1,3,85
1,0,2,3,343
0,0,1,3,120
0,0,1,0,3
0,0,1,0,2
0,0,1,0,2
0,0,1,0,0
0,1,2,1,55
0,0,1,2,49
0,0,1,2,7
0,0,2,2,90
1,0,3,2,11
0,1,3,2,161
0,0,2,2,67
0,1,1,2,23
0,1,3,2,60
0,1,1,3,239
1,1,3,3,137
0,1,2,3,212
1,1,3,3,193
0,1,2,3,202
1,1,3,3,332
1,0,3,1,92
1,1,3,2,120
1,1,3,2,137
1,1,3,3,158
1,0,3,2,9
0,1,1,2,38
1,0,4,2,59
0,0,1,2,4
0,1,3,2,98
0,0,1,2,11
0,0,1,2,11
0,0,1,2,14
0,0,2,1,71
0,1,1,1,33
0,0,3,0,2
0,1,2,2,85
0,0,2,2,10
0,0,2,2,8
0,0,2,2,16
0,0,1,2,113
0,0,1,2,4
1,0,2,2,17
0,0,1,2,33
1,0,2,2,66
0,0,2,2,34
0,0,2,2,31
1,0,2,2,17
0,0,2,2,4
0,0,1,2,5
1,0,3,2,10
0,0,2,2,4
0,0,2,2,60
0,0,2,2,14
0,0,2,2,10
0,0,2,2,7
0,0,2,2,161
0,0,1,2,28
1,1,2,3,137
0,0,1,3,203
0,0,1,3,20
0,0,2,3,218
0,0,1,0,0
0,0,1,0,1
0,0,2,0,2
0,0,4,0,3
1,0,3,1,164
0,0,2,1,138
0,0,1,2,21
0,0,1,2,6
0,0,2,2,10
0,0,1,2,10
0,0,1,2,6
0,0,2,2,15
0,0,1,2,12
0,0,1,2,29
0,0,1,2,9
0,0,1,2,4
0,0,1,2,225
0,0,1,2,8
0,0,1,2,5
0,0,2,2,42
0,0,1,2,16
0,0,1,2,39
0,0,1,2,49
0,0,1,2,20
0,0,1,2,4
0,0,1,2,5
0,0,1,2,16
0,0,2,2,57
0,0,2,2,42
0,0,1,2,21
0,0,1,2,4
0,0,1,2,11
0,0,1,2,53
0,0,1,2,7
0,0,1,2,23
0,0,1,2,4
0,0,1,2,5
0,0,1,2,9
0,0,1,2,16
0,0,1,2,18
0,0,1,2,14
0,0,1,2,7
0,0,1,2,4
0,0,1,2,5
0,0,1,2,5
0,0,1,2,59
0,0,2,2,10
0,0,1,3,30
0,0,1,3,112
0,0,1,3,59
0,0,1,3,40
0,0,1,3,116
0,0,2,3,444
0,0,1,3,163
0,0,1,3,19
0,0,1,3,63
0,0,1,3,43
0,0,1,3,1487
0,0,1,3,752
0,0,1,3,437
0,0,1,3,297
0,0,1,3,76
0,0,1,3,21
0,0,1,3,51
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,2
0,0,1,0,0
0,0,1,0,3
0,0,1,0,3
0,0,1,0,0
0,0,1,0,0
0,0,1,0,2
0,0,1,4,382
0,0,1,4,521
0,1,1,4,405
0,0,4,4,305
0,0,1,2,6
0,0,1,5,545
0,0,1,3,18
0,0,1,3,36
0,0,1,3,185
0,0,1,3,27
0,0,1,3,31
0,0,1,3,54
0,0,1,3,21
0,0,1,4,118
0,0,1,4,169
0,0,1,4,200
0,1,2,2,23
0,0,1,2,7
1,0,2,2,4
0,0,2,2,26
0,0,1,2,22
1,1,3,2,70
0,0,1,2,26
0,1,2,2,404
0,0,1,2,35
0,0,1,2,135
0,1,2,2,16
0,1,2,2,39
0,0,1,2,18
0,0,1,2,29
0,0,1,2,27
0,0,2,2,13
0,1,1,2,18
0,0,2,2,14
0,1,2,2,59
0,0,2,2,70
0,0,1,2,9
0,1,1,2,71
0,0,3,2,5
0,1,2,2,7
0,0,1,2,16
1,0,3,2,14
0,0,1,2,17
0,0,1,3,55
0,0,1,3,46
0,1,1,3,112
0,0,1,3,99
0,1,2,3,109
0,1,2,3,458
0,1,2,3,443
0,0,1,3,33
0,0,1,0,0
0,0,1,0,2
0,0,1,0,2
0,0,1,0,1
0,0,1,0,2
1,0,3,0,1
0,0,1,0,0
0,0,1,0,2
0,0,1,0,2
0,0,2,0,0
0,1,2,1,41
0,1,2,1,38
1,0,3,2,134
1,1,3,2,153
1,0,4,2,455
1,0,3,3,609
0,1,2,2,6
0,0,1,2,17
1,1,3,2,126
0,0,1,2,4
0,0,1,2,14
1,0,3,3,282
0,0,1,3,95
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,1
1,0,3,4,225
0,0,1,2,28
0,1,1,2,38
0,0,2,2,54
0,0,1,2,32
0,0,2,2,42
0,0,1,2,10
0,0,1,2,27
0,1,2,2,35
1,1,3,2,82
0,0,2,2,24
0,0,2,2,14
0,0,1,2,16
0,0,1,2,11
0,0,2,2,14
0,0,1,3,91
1,1,3,3,110
1,1,4,3,886
0,0,1,0,3
1,1,3,2,152
1,0,3,2,140
0,1,1,2,277
1,0,3,2,1099
0,0,2,2,76
0,1,1,2,89
0,1,3,2,1523
0,1,3,2,671
0,0,1,2,1300
0,0,3,2,2460
0,0,3,2,1096
0,1,2,2,499
1,0,3,2,563
0,0,3,5,52
0,1,1,5,2620
1,1,3,5,242
0,0,2,3,485
1,1,3,3,2639
0,0,3,3,706
0,1,2,3,2093
0,1,2,3,548
0,0,2,3,361
0,1,3,3,873
1,0,3,3,673
1,0,3,3,834
0,0,2,3,877
0,1,3,3,1503
0,0,2,3,3206
0,1,1,3,487
1,1,3,3,2003
1,0,3,3,496
1,1,3,3,841
0,0,2,3,336
0,1,2,3,271
0,0,2,3,1607
1,1,4,3,706
1,0,3,3,1379
0,1,2,3,55
0,0,2,3,1151
1,1,3,3,626
0,1,1,3,301
1,0,3,3,1174
0,0,2,3,2185
0,1,2,3,321
0,1,2,3,427
0,1,2,3,1189
0,0,3,3,1286
0,1,1,3,41
1,1,3,3,277
1,0,3,3,391
0,0,4,3,2589
0,0,2,3,388
0,0,2,3,108
0,0,1,3,95
1,0,3,3,66
0,1,2,3,310
0,0,3,3,3010
0,1,3,3,1891
0,0,2,3,1761
1,0,3,3,367
0,0,3,3,1158
0,0,4,3,2689
0,1,3,3,1434
0,1,3,3,541
1,0,3,3,140
0,0,4,3,61
1,1,3,3,1256
1,0,3,3,422
0,1,2,3,1134
1,1,3,3,1863
0,1,2,3,1311
0,0,1,3,1333
0,0,1,3,50
1,0,4,3,92
0,0,2,3,552
0,1,2,3,276
1,0,3,3,1801
0,1,3,3,327
1,0,3,3,1020
1,0,3,3,645
1,0,3,3,143
1,0,3,3,1545
1,0,3,3,63
0,1,1,3,783
1,0,3,3,3413
1,1,3,3,1087
0,0,3,3,4914
0,0,3,3,908
1,1,3,3,1027
1,1,3,3,1071
0,1,1,0,0
0,1,2,0,0
0,0,1,0,2
1,0,3,4,840
1,0,3,4,2333
1,1,4,4,1821
0,0,3,4,3164
0,1,2,4,740
0,1,3,4,510
1,1,4,4,961
1,0,3,4,799
1,0,3,4,412
0,0,4,4,1942
1,1,4,4,312
1,1,2,4,361
1,1,3,4,1129
1,0,3,4,510
1,0,3,4,608
1,0,3,4,1959
1,1,3,4,817
1,1,3,4,400
0,1,2,4,5172
1,0,3,4,467
0,0,2,4,2417
1,0,3,4,90
1,0,3,4,104
1,0,4,4,2252
1,0,4,4,1838
0,0,3,4,1758
0,0,1,4,1457
0,0,1,4,3591
1,0,3,4,492
0,1,2,2,77
1,0,3,2,113
0,1,3,2,140
0,1,1,3,164
0,1,2,2,106
1,1,2,2,134
0,1,2,2,77
1,1,2,2,102
0,0,2,3,217
1,0,4,3,59
1,0,3,3,60
1,0,4,2,12
1,0,4,3,115
1,0,3,2,165
0,1,2,2,41
1,1,3,3,116
0,0,2,3,262
0,0,1,3,364
0,0,2,2,28
0,0,1,2,12
0,0,1,2,22
0,0,1,2,6
0,0,1,2,45
0,0,1,2,6
0,0,1,2,6
0,0,1,2,8
0,1,2,2,23
0,0,1,2,6
0,1,2,2,33
0,0,1,2,5
0,0,2,2,159
0,0,2,3,85
1,0,2,3,189
0,1,2,3,519
0,0,2,3,26
0,0,2,3,124
1,0,3,3,711
0,0,2,3,109
0,0,1,3,57
0,0,1,3,88
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,2,0,3
0,0,1,0,1
0,0,1,0,3
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,1,0,0
0,0,2,1,32
0,0,2,4,271
0,0,1,2,4
0,0,1,0,1
1,0,3,2,176
0,0,1,2,10
0,1,2,2,73
0,0,1,2,12
0,0,1,2,13
0,0,2,2,33
0,1,2,2,104
0,1,1,2,12
1,0,2,2,600
0,0,2,2,13
0,1,2,2,8
0,0,2,2,78
0,0,2,2,35
0,0,2,2,16
0,1,1,2,7
0,1,1,2,26
0,1,1,2,29
0,0,1,2,16
0,0,1,2,14
0,0,2,2,9
0,0,1,2,7
0,0,1,2,102
0,0,1,2,22
0,1,2,2,9
1,0,3,2,128
0,0,3,2,496
0,0,1,2,8
0,1,2,2,19
0,0,2,2,35
0,1,2,2,53
0,1,2,2,39
0,0,1,2,25
0,0,1,2,28
0,1,2,2,44
0,1,2,2,56
1,1,3,3,245
0,0,2,3,215
1,1,3,3,386
0,1,1,3,460
0,1,2,3,146
0,0,1,3,55
0,1,3,3,390
0,1,1,3,15
0,1,1,3,130
0,0,2,3,301
1,1,2,3,338
1,1,3,3,798
0,1,2,3,192
0,1,2,3,196
0,1,2,3,766
0,1,2,3,42
1,1,3,3,139
0,1,1,3,24
1,1,3,3,208
1,1,3,3,99
1,1,3,3,601
1,1,4,3,354
1,1,3,3,130
0,1,2,3,303
1,1,2,3,306
0,0,2,3,304
0,1,2,3,308
0,1,2,3,84
1,0,3,3,749
1,0,3,3,238
0,0,1,0,2
0,0,1,0,2
0,0,1,0,0
0,0,1,0,2
0,0,1,0,0
0,0,1,0,0
0,0,2,0,0
0,0,2,1,35
1,1,3,4,711
1,0,3,4,50
0,1,1,4,561
1,1,3,4,183
1,1,3,4,242
1,1,2,4,223
1,1,2,4,769
0,1,1,4,169
1,1,3,4,63
1,1,3,4,460
0,1,2,4,782
0,1,2,4,95
0,1,2,4,372
0,0,1,0,2
0,0,1,0,0
0,0,1,0,0
0,0,2,0,1
0,0,1,2,29
0,0,1,2,69
0,1,1,2,109
0,0,2,2,15
0,0,2,2,76
0,0,1,2,46
0,0,1,2,87
0,0,1,2,45
0,0,2,2,109
0,0,1,2,8
0,0,1,2,35
0,1,1,2,81
0,1,1,2,72
0,0,1,2,18
1,0,2,2,113
0,0,1,2,5
0,0,1,2,51
0,0,1,2,5
1,0,2,2,82
0,1,2,2,12
0,1,1,2,26
0,1,1,2,17
0,1,2,2,85
0,1,3,2,143
0,0,1,2,39
1,0,4,2,81
0,0,1,2,69
0,0,1,2,16
0,0,2,2,173
0,0,1,2,45
0,0,3,2,50
0,1,2,2,427
0,1,1,2,138
0,0,1,2,14
0,1,1,2,51
0,1,2,2,130
1,1,2,5,1071
0,1,1,3,258
0,1,1,3,533
0,0,1,3,93
0,1,2,3,484
1,0,3,3,49
0,1,2,3,2724
0,1,2,3,541
0,0,1,3,91
1,1,2,3,1970
0,0,1,0,0
0,0,1,0,1
0,0,1,0,1
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,2
0,0,1,0,0
0,1,1,0,3
0,0,1,0,0
0,0,1,0,3
0,1,2,1,147
0,1,2,1,148
0,0,1,4,111
1,1,2,4,1384
0,1,1,4,156
0,0,2,4,4085
0,1,2,4,1537
1,0,2,4,1526
0,0,1,2,45
0,0,2,2,26
0,0,1,2,13
0,1,2,2,29
0,0,1,2,11
0,0,1,2,52
0,0,1,2,69
0,0,1,2,36
0,0,2,2,44
0,0,1,2,8
0,0,2,3,28
0,0,2,3,182
0,0,1,3,93
0,0,1,3,72
0,0,1,3,152
0,0,1,3,19
1,0,2,3,143
0,0,1,3,24
0,0,1,3,30
0,0,2,1,30
0,0,1,2,9
0,0,2,2,10
0,0,2,2,15
0,0,1,2,7
0,0,2,2,9
0,0,1,2,32
0,0,1,2,4
1,1,3,2,56
0,0,2,2,16
0,0,2,2,87
0,0,1,2,39
0,0,1,2,23
0,0,1,2,11
0,1,1,2,15
0,1,2,2,65
0,0,1,2,7
0,0,2,2,14
0,0,1,2,7
0,0,2,2,14
0,0,1,2,4
0,1,2,2,177
0,0,2,2,6
0,0,1,2,39
0,0,1,2,27
0,1,1,2,14
0,0,1,2,15
0,1,1,2,50
0,1,2,2,97
0,0,2,2,103
0,0,2,3,88
0,1,2,3,107
0,0,1,0,0
0,0,1,0,1
0,0,1,0,2
0,0,2,0,0
0,0,1,0,0
0,0,1,0,1
0,0,1,0,0
0,0,1,0,1
